way/424541267, -74.10467537032672, 41.263948896564074
way/316897990, -74.02003133900556, 41.28457205024793
way/1006853638, -74.03154611072875, 41.27463991702177
way/1006853638, -74.03064997694801, 41.27418714577922
way/372665089, -73.9889568961485, 41.31697111310672
way/966701908, -74.14792922967177, 41.25317858092416
way/982415751, -74.14649518765478, 41.251663080228326
way/62226398, -74.13327138832668, 41.17893916568957
way/238875977, -74.04375440061668, 41.31505318093363
way/44035769, -74.15316989602343, 41.16141762724263
way/798970575, -73.9898241991833, 41.2847678219772
way/982375792, -74.1003397269151, 41.24912604186446
way/458951400, -74.07126172217608, 41.26057717610479
way/1004282015, -74.03367434700735, 41.26766110405279
way/1004282015, -74.03229542205514, 41.2676486166979
way/807585682, -74.14678876083823, 41.17084416483786
way/807585681, -74.1468035845949, 41.1708300123008
way/155876907, -73.99273149433807, 41.276220760643014
way/798970576, -73.99273702125555, 41.27621591467337
way/1123702067, -74.02918560382318, 41.28241675746793
way/1123702067, -74.0282247018799, 41.28237162709297
way/316897990, -74.02289997273749, 41.282554954902764
way/84620184, -73.9907109577646, 41.31349155239525
way/424752250, -74.14771935853283, 41.246109415852146
way/228460542, -74.07915606114186, 41.29886166015132
